artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
aaron keyes,take up my cross (live),1agnIhVMiRSQ91bmr2KGVX,30,0.48,0.337,416394,0.37,0.00699,A,0.112,-8.799,Major,0.0293,77.978,4,0.0638
5 seconds of summer,talk fast - live,1651TECCtqibZ5c3fZgxNu,50,0.00436,0.542,200572,0.963,0.0,B,0.256,-3.344,Minor,0.0766,146.006,4,0.689
widespread panic,tall boy - live,303gYmZ6jQSq0JDKsJ8a4u,33,0.0318,0.245,475533,0.95,0.417,G,0.626,-7.465,Major,0.0492,102.367,4,0.402
hillsong united,tapestry - live/acoustic version,0IeiXQTfbLJFHQ6emQPzVE,32,0.00529,0.554,411760,0.426,2.19e-06,G,0.333,-12.022,Major,0.0271,109.994,4,0.173
ilegales,taqui taqui - live,7p6OtRgGJusml0RlXcswun,31,0.0351,0.722,273320,0.93,4.23e-05,A,0.593,-5.975,Major,0.0664,133.402,4,0.706
stephen lynch,tattoo - live,5h7OOrruqqm1ZROk3Zz16S,27,0.727,0.544,349427,0.377,2.43e-06,A#,0.576,-13.347,Major,0.532,131.993,4,0.655
yusuf / cat stevens,"tea for the tillerman - live at the bbc, 1971",65Qxgvy4hZxadYDr2QNSD3,50,0.785,0.539,61750,0.109,3.49e-05,C,0.078,-16.331,Major,0.0842,110.0,4,0.549
jason upton,teach me how to pray (live),54HQopkgzl9XFKWn4jWXxc,36,0.257,0.251,427787,0.489,0.000137,A#,0.296,-7.846,Major,0.0341,119.798,4,0.0932
hannibal buress,teaching the kids about life - live,2ryA1BliGVycEEOAX5lYXD,38,0.875,0.659,193132,0.834,0.0,C,0.648,-5.121,Major,0.939,79.887,4,0.354
hillsong united,tear down the walls - live in australia/2009,3OXrAOJlETwwlQntT896tL,31,0.0677,0.306,622747,0.778,0.0,C,0.126,-7.588,Major,0.0496,146.471,4,0.131
soja,tear it down - live in virginia,3ogbeTyst0PPKEZdvY87ty,40,0.00943,0.58,252653,0.765,0.0,F,0.742,-8.231,Major,0.103,150.097,4,0.436
gary gulman,telephone 1.0 - live,47dqp20nIYClMllZ8wY26N,24,0.868,0.553,328636,0.64,3.69e-06,C#,0.751,-15.766,Minor,0.95,101.85,5,0.455
beth hart,tell her you belong to me (live),1tKNTwcXiWWqRpU4YcbHxi,25,0.397,0.346,396683,0.299,6.15e-05,F#,0.708,-12.782,Major,0.0602,149.379,3,0.0691
face to face,telling them (live),6blnADRWiQ4WobLAa8XW0w,22,0.00403,0.427,183067,0.969,0.0,E,0.799,-4.311,Minor,0.0502,99.385,4,0.371
bethel music,ten fe corazón (live),4KLHQuTX8pBa4VKSVgR821,44,0.0363,0.451,312427,0.631,0.000241,G,0.339,-6.236,Major,0.0297,141.897,4,0.173
stephen lynch,tennessee - live,2bhAyrDcZXaK9zlLEjkiA9,25,0.477,0.471,332613,0.364,0.0,E,0.686,-11.223,Major,0.0882,138.482,4,0.446
stevie ray vaughan,"testify - live at ripley's music hall, philadelphia, pa, oct. 20, 1983",6Jg0OJCfHprjaAqXEqCxvz,27,0.000349,0.401,254573,0.923,0.269,B,0.385,-9.687,Major,0.0473,94.194,4,0.815
midland,texas is the last stop - live from spotify house sxsw 2016,68TZCp4xLC0JOYOoZRm1PO,40,0.127,0.511,244387,0.955,0.0,F,0.323,-2.74,Major,0.0723,114.677,4,0.603
jonathan david helser,thank you (live),5wRdYsSS0l6q8tqODPbspL,47,0.00201,0.225,354030,0.75,2.33e-06,B,0.296,-7.115,Major,0.0396,84.134,4,0.158
hillsong worship,"thank you - live in sydney, australia/2009",3XSnUum4vTgF0AgPY0ZXri,26,0.363,0.407,325067,0.512,9.58e-05,C,0.124,-8.395,Major,0.028,147.938,4,0.146
the glorious sons,thank you for saying goodbye - live at longboat hall,0txUcRWdMoUCKFOInOIobS,31,0.499,0.597,253174,0.519,0.0,G,0.698,-7.597,Major,0.0475,72.035,4,0.189
hillsong worship,thank you jesus - live,2vKbeRiB5JI8WFnZY0Nu4X,47,0.119,0.345,350067,0.365,1.17e-06,A,0.221,-7.581,Major,0.0286,157.965,4,0.0665
upperroom,thank you song (live),2gVrI2wdvFfPoTkEM6U0s6,45,0.00898,0.408,363080,0.663,0.0,D#,0.064,-6.178,Major,0.0389,148.647,4,0.126
simon & garfunkel,"that silver-haired daddy of mine - live at long beach arena, long beach, ca - november 1969",4aBIXNKJ5SvyTaZLhnisnw,45,0.84,0.402,191067,0.294,0.000119,E,0.694,-17.079,Major,0.0364,146.228,4,0.261
simon & garfunkel,"the 59th street bridge song (feelin' groovy) - live at southern illinois university, carbondale, il - november 1969",0NvvimA48pRrKKYAUosAud,42,0.893,0.549,115947,0.273,0.000739,C,0.676,-17.818,Major,0.0499,65.319,4,0.669
planetshakers,the anthem (full song) - live,4pAj2BWzorcG5wN1pi5IYT,52,0.00213,0.333,467317,0.885,0.0,A#,0.0942,-5.727,Minor,0.0729,152.027,4,0.152
jesus culture,the anthem - live,2zPmFcvZtAv4YwrSuJ0uq0,41,0.0108,0.299,363600,0.882,0.0,G,0.704,-5.608,Major,0.0496,91.836,4,0.132
rodney carrington,the apple - live at the majestic theater/2007,6bWzYzCpvJnnv9e8TPWNoc,22,0.939,0.587,44360,0.873,2.82e-06,F,0.735,-12.113,Major,0.934,114.073,4,0.404
oscar peterson,the bach suite: allegro - live,3DPh4LaIbw3MfhLHLgZXZo,39,0.874,0.402,606180,0.632,0.388,D,0.72,-11.117,Major,0.0372,126.65,4,0.503
joe bonamassa,the ballad of john henry - live,2zUm7fGo5weawxH0igx0de,25,0.00037,0.255,407067,0.71,0.103,C,0.771,-8.843,Major,0.0416,143.583,4,0.166
travis cottrell,the blood of jesus speaks for me - live,56gq5wkXmNz7oW4W8MB3BJ,35,0.182,0.267,298893,0.611,0.0,G#,0.726,-7.777,Major,0.0424,135.188,3,0.292
fleetwood mac,the chain - live 1997; 2018 remaster,0gvgO9wprV1bxtBh7QOwsE,56,0.008,0.555,269813,0.607,0.0054,A,0.0968,-9.403,Major,0.0439,151.886,4,0.526
citipointe live,the christ (live),4lMGWRMsW0pGsUD4YlHs7k,32,0.00228,0.215,404800,0.457,0.0,G,0.114,-7.137,Major,0.0309,148.773,4,0.13
andrew norelli,the college of now (live),2RgkYvFVE4fV34t8a1wGUM,20,0.781,0.526,304782,0.815,0.0,E,0.716,-9.522,Major,0.914,100.476,3,0.54
seu worship,the comforter has come (live),1c806VlNZKG01QZduhISb0,32,0.196,0.439,368266,0.542,0.0,E,0.128,-7.024,Major,0.0317,143.888,4,0.155
george strait,the cowboy rides away - live,5gZqP05YLcDTpLMnDHZMrA,43,0.0912,0.317,237920,0.688,0.0939,G,0.238,-10.103,Major,0.0335,115.349,4,0.331
cody carnes,the cross has the final word - live,1rO2tmrMZq6Cid4eHGOxyK,46,0.00522,0.312,293071,0.705,0.0,C#,0.113,-7.812,Major,0.0523,150.081,4,0.0845
hans zimmer,the dark knight orchestra suite - live,0LQIRX4Jo9D24cVc2AF3yr,39,0.61,0.339,367480,0.292,0.839,A#,0.0948,-17.175,Major,0.0324,95.959,4,0.0747
hans zimmer,the dark knight trilogy medley - live,1A740JcqP8RqZ2Yk8qOEQ0,44,0.0367,0.357,790227,0.504,0.798,C,0.381,-14.247,Major,0.0458,112.021,4,0.0871
bill engvall,the dog had to be trained - live,2NoUM8Pc75r4WYL6W3RLnj,22,0.82,0.632,167133,0.792,0.0,A,0.667,-13.627,Major,0.952,101.596,4,0.192
hans zimmer,the electro suite - live / from the amazing spider-man 2,7JFvPv7yZYvkWz7QyYENCJ,40,0.000374,0.171,314773,0.475,0.71,E,0.489,-13.309,Minor,0.0477,79.985,4,0.0675
eddie murphy,the fart game - live,2uKgz5WkK5MwdxlKCND451,22,0.898,0.339,113947,0.947,0.0,F#,0.587,-11.319,Minor,0.929,167.651,4,0.0486
hillsong worship,"the father's heart - live at dominion theatre, london/2010",5vAl4jzUseACbjOcrh0htI,27,0.0186,0.465,364600,0.665,0.000955,A,0.719,-7.859,Major,0.0336,122.034,4,0.0845
c3 music,the father's love - live,001KkOBeRiQ1J7IEJYHODW,31,0.0697,0.279,300053,0.455,9.1e-05,D,0.0974,-9.414,Major,0.0292,130.627,3,0.11
susan tedeschi,the feeling music brings - live,5DsziOsY8Px40EoMQR3tDv,21,0.655,0.524,320347,0.697,3.23e-06,C#,0.752,-4.657,Major,0.151,126.528,4,0.669
phish,the final hurrah - live,6ayPyjJ1AcFptWCdUns7EB,27,0.639,0.466,489827,0.912,0.0191,F,0.687,-5.387,Minor,0.102,106.779,4,0.655
hillsong worship,the first and the last - live,6EHIYjE4JsBWkQBds6l6D7,22,0.0623,0.446,301067,0.86,0.0,G#,0.197,-6.597,Major,0.0512,111.979,4,0.172
chris tomlin,the first noel - live,3GqFTK1zb1j3YlGDz9Y0u0,24,0.835,0.155,166004,0.14,5.24e-05,C#,0.0895,-17.277,Major,0.0347,139.487,4,0.107
seu worship,the fullness - live,5UdNbcgQk9jxzaOXAxyAnA,32,0.0163,0.408,258987,0.64,0.0,D,0.708,-4.818,Major,0.0338,147.926,4,0.151
dmitri shostakovich,"the gadfly suite, op. 97a: 10. nocturne - live",2BAs3ieKesyd1cKNUXVOtm,35,0.967,0.124,303371,0.0632,0.932,A,0.108,-25.258,Minor,0.0521,82.475,4,0.0361
jason upton,the garden song (live),0jY8rxxUgb1kujMs6hz2Q6,29,0.455,0.281,304707,0.328,2.13e-05,F,0.66,-10.744,Major,0.0333,113.159,4,0.112
stephen lynch,the gathering - live,5KpALa3xWKpf9lB2k9HZbq,22,0.444,0.587,268320,0.365,1.93e-05,C,0.211,-11.381,Major,0.0511,80.074,4,0.388
victory world church worship,the great i am (live) [feat. montell jordan],14StIXG4XWUbTuu9BlSq3e,32,0.00195,0.395,341974,0.707,0.0,D,0.0906,-7.022,Major,0.0316,159.945,4,0.0882
planetshakers,the greatest - live in asia,06BYULJGo2m85OpxxbedYl,45,0.000661,0.578,304140,0.91,0.0472,C,0.42,-6.849,Major,0.0672,123.976,4,0.691
vertical worship,the greatness of our god (feat. lindsay mccaul and kyle fredericks) [live],5OwzGdXNB9qoysb3Gpr8HJ,31,0.00696,0.466,239387,0.733,0.0,A,0.791,-5.154,Major,0.0349,143.929,4,0.35
one sonic society,the greatness of our god - live,4a9KgAvoityidB2p09vI1D,37,0.0901,0.483,299867,0.549,1.12e-05,G,0.0977,-9.625,Major,0.0274,139.96,4,0.189
hillsong worship,"the greatness of our god - live in sydney, australia/2009",6TQXf7qIIyj7jzA0DeP6uM,33,0.629,0.293,349733,0.389,0.000885,E,0.107,-9.524,Major,0.0301,141.309,4,0.11
gary clark jr.,the healing - live,7ps563YUuN1flAFngUcvJg,44,0.222,0.344,338227,0.56,0.00141,G,0.679,-8.363,Minor,0.031,89.193,4,0.345
michael w. smith,the heart of worship - live,1NJBnGY0qu7yQKBYBZmiyh,41,0.727,0.43,375000,0.376,8.29e-05,E,0.234,-12.676,Major,0.0361,147.28,4,0.338
bob marley & the wailers,the heathen - live at ahoy hallen/1978,5HBbiKzu4nQFtvGLok5dNI,33,0.207,0.611,245867,0.523,0.00616,C,0.651,-10.0,Major,0.112,136.426,4,0.481
bob marley & the wailers,"the heathen - live at rainbow theatre, london / 1977",7dBsTdd7VKNZ1FYi7qwO9d,38,0.356,0.626,402907,0.735,0.0858,E,0.748,-7.914,Minor,0.0509,151.075,4,0.582
israel & new breed,the intro - colossians 1:15-20 (msg) - live,2MYRQjsW2gcimh9uRPaRRC,27,0.195,0.361,238267,0.583,0.0,F#,0.42,-7.734,Minor,0.0459,120.946,4,0.0962
kim walker-smith,the king is here - live,378k5TpX6hAx3L8lTsb5f8,35,0.0236,0.311,563653,0.613,0.0,A,0.0837,-6.502,Major,0.0377,147.305,4,0.0727
"crosby, stills, nash & young",the lee shore - live,616oo55F2rXPJobqPV2IjK,36,0.821,0.345,268707,0.206,4.13e-06,G,0.694,-17.54,Major,0.0397,83.085,4,0.15
jason isbell,the life you chose - live from spotify nyc,1MNunB2E3Uj47KSgXKncil,39,0.0116,0.505,238300,0.82,1.25e-06,D,0.725,-6.015,Major,0.0307,106.903,4,0.36
shane & shane,the lord is my salvation (live),0hQ1iKAesrs9Fc3ffAORip,41,0.351,0.479,374353,0.59,0.0,C,0.183,-7.311,Major,0.0318,131.989,4,0.287
hillsong worship,the lost are found - live,3Hrd3AMIL9OzZRMm1Mdkyu,30,0.167,0.443,481545,0.592,0.0424,B,0.108,-7.169,Major,0.0258,105.0,4,0.0435
monty python,the lumberjack song - live,5F1ljBl7xCivUotwtbpPNG,24,0.864,0.585,193687,0.697,0.0,A#,0.369,-9.4,Major,0.435,93.376,4,0.699
judy garland,the man that got away - live,4hjwnKgcPjZ7uKeii7qmzw,38,0.811,0.199,287413,0.181,0.0,C,0.694,-15.073,Major,0.0357,175.149,3,0.133
karen o,the moon song - live,4NIvhPupMOjeTl0FPhVl3t,47,0.816,0.374,178771,0.239,2.01e-06,C,0.681,-16.677,Major,0.0403,97.884,4,0.284
sinach,the name of jesus (live),7fvs7iyVfPpVluOlD5Dr8b,41,0.321,0.38,488776,0.947,0.0,B,0.508,-3.523,Major,0.195,150.033,4,0.531
mosaic msc,the one - live,1NilnqIufBYo2ZbpRHU4Ab,40,0.109,0.393,317080,0.591,2.29e-06,D,0.631,-6.499,Major,0.0417,175.981,4,0.291
hillsong worship,"the one who saves - live in sydney, australia/2009",0ryLs5TcguDONw5m8Q8pL0,28,0.298,0.266,384012,0.476,0.000136,C,0.101,-8.498,Major,0.0289,177.234,3,0.0975
nina simone,the other woman - live in new york/1964,2FyTJxPdcMJnrxcIWBSNce,41,0.953,0.403,182400,0.108,2.4e-06,A#,0.103,-17.528,Major,0.0419,76.242,4,0.207
nina simone,the other woman - live version - sept. 1959,2kvYMbijT2djq5C0MnMI6h,28,0.967,0.416,181173,0.219,0.000421,G,0.788,-16.297,Minor,0.0385,59.94,4,0.285
slightly stoopid,the otherside - live,6YXLGeRcIAI4aivUeavfV5,25,0.0175,0.674,118101,0.741,0.000138,A,0.732,-9.549,Minor,0.0702,92.966,4,0.642
citipointe live,the overcomer (live),2K4sgiJu5TqdYe8IjqcIS3,38,0.000477,0.514,276947,0.746,0.0,B,0.609,-7.433,Major,0.0279,100.032,4,0.358
hillsong worship,the passion - live,6aLfDBncW19h8whgETITCe,53,0.00407,0.457,272093,0.701,0.0,D,0.686,-6.586,Major,0.0383,139.934,4,0.292
hillsong worship,the passion - live/acoustic,6ZYcJRAh9zlbEbKmlD4ySK,47,0.293,0.394,238333,0.411,0.0,C,0.234,-9.629,Major,0.0291,69.455,4,0.171
darlene zschech,the potter's hand - live,08lQ0MxB1JJhZhgK1qpU4g,37,0.0238,0.26,342828,0.451,1.11e-06,E,0.128,-7.16,Minor,0.0302,136.313,4,0.0812
sean feucht,the power of the blood (live),4u76iYXAfvB7BbtzkDcG7Y,26,0.0435,0.519,269815,0.727,2.59e-06,A,0.155,-7.809,Major,0.0469,144.014,4,0.47
travis tritt,the pressure is on (live),6p8diajV5Rm3XQN3ByYHjo,36,0.716,0.462,226253,0.575,1.33e-06,D,0.309,-4.743,Major,0.0283,96.105,3,0.241
foo fighters,"the pretender - live at the roundhouse, london, uk - july 2011",4QLnfYWKEwjwedKTlbURuf,37,0.00427,0.186,335547,0.988,0.00447,A,0.633,-5.496,Major,0.15,177.201,4,0.0571
reel big fish,the promise - live,4D8j0lVDkHeCP5yjZQH8Me,32,0.0122,0.784,194600,0.696,0.0,C,0.168,-3.948,Major,0.0333,135.075,4,0.833
for king & country,the proof of your love (the monologue mix) - live,3vKKnxNEpew0uDvwvXpT42,30,0.0216,0.501,303560,0.728,0.000986,C,0.772,-5.783,Minor,0.0459,78.035,4,0.356
josh turner,the river (of happiness) - live from gaither studios,3kInPmrA3yBZ6VlmuHAB6W,35,0.915,0.35,100427,0.191,0.0,A#,0.688,-9.615,Major,0.03,148.939,4,0.51
sean feucht,the road home (live),5wwImFlnKidxUdDLDcWdXB,26,0.498,0.265,719560,0.492,0.796,E,0.0918,-9.118,Major,0.031,157.983,4,0.035
the dubliners,the rocky road to dublin - live,6Mer1LOfJDd7vUbeWXODrq,56,0.867,0.625,154987,0.836,0.00218,B,0.684,-6.416,Minor,0.383,142.749,3,0.92
worship central,the same power - live,4EfILlyYxqZO7jFcMbeg9e,34,0.00174,0.318,446107,0.689,0.0,E,0.707,-6.995,Major,0.0419,75.098,4,0.178
passion,the saving one - live,2KVStzMIfTaLX08FEosGQc,26,0.0527,0.301,300427,0.764,0.0,E,0.121,-5.636,Major,0.0413,147.591,4,0.213
sean feucht,the send (live) [feat. heidi baker & julie meyer],7tHQJh77sGnmJPHqQXip1R,25,0.141,0.318,464267,0.57,0.000313,A,0.127,-7.428,Minor,0.0349,116.95,3,0.0983
reel big fish,the set up - live,53HS6Xvmi8DukGMUGPSO8v,20,0.0434,0.425,268640,0.816,1.93e-06,E,0.298,-5.905,Major,0.113,130.141,4,0.508
vincent ho,the shaman: iii. fire dance (live),0bDcg4qGSSooLQgMEA6jmT,29,0.666,0.383,538653,0.638,0.859,A#,0.69,-13.4,Minor,0.189,121.201,4,0.232
passion,the solid rock (on christ the solid rock) - live,77L4FHXLK9R57gFdD3xU8z,25,0.000605,0.41,268680,0.824,0.00639,E,0.169,-4.732,Major,0.0337,156.075,3,0.477
hillsong united,the stand - live,7HdvPclBiBpuUzpERTYfxK,53,0.525,0.209,411040,0.322,0.000136,A,0.129,-11.376,Major,0.031,141.188,4,0.0759
hillsong worship,the stand - live / the very best of hillsong live album version,4U8D7Yj1pMnjrVlGpqCAyF,32,0.575,0.312,293073,0.359,0.000912,A,0.0955,-11.271,Major,0.0293,141.812,4,0.0959
keith jarrett,"the sun whose rays - live at teatro la fenice, venice / 2006",6FhYdu1eAu5QNhSsH5MYGk,41,0.993,0.396,262733,0.169,0.84,G,0.223,-23.138,Major,0.062,73.822,3,0.301
kenny wayne shepherd,the thrill is gone (with b.b. king) - live,1hT4XHeqcGuhMhFddTeN8M,24,0.0439,0.375,510187,0.598,0.112,B,0.776,-8.389,Minor,0.0351,106.157,4,0.516
hillsong united,the time has come - live,3RFEvHzmPF0cp0XDeDQC9M,31,0.00229,0.371,280360,0.866,0.0,A,0.345,-5.82,Major,0.035,146.873,4,0.301
mosaic msc,the universe - live,1B4viYZPfay2fAfbJWpSd8,28,0.22,0.159,329441,0.839,0.00039,B,0.283,-5.868,Major,0.19,80.557,4,0.264
johnny cash,"the wall - live at folsom state prison, folsom, ca - january 1968",28q8XYvQtuRtTnkZoKBTB1,45,0.917,0.552,114747,0.207,0.0,G#,0.505,-16.783,Major,0.316,77.474,4,0.639
kalley heiligenthal,the war is over (live),5Ws86qIZ6UiBuO12MiStAa,47,0.00534,0.261,489133,0.521,0.00151,A#,0.0981,-8.163,Major,0.0336,139.949,4,0.117
dispatch,the way it goes (live),7JNdB0OzlNbhWLZbFlYfns,28,0.756,0.468,266413,0.391,0.0,A,0.218,-6.516,Minor,0.0359,131.511,4,0.281
casting crowns,the well - live,6VDfpsbpSLhFBAlsOaHOlX,33,0.0204,0.437,296880,0.715,0.0,G,0.756,-5.734,Major,0.035,149.942,4,0.264
hillsong worship,the wonder of your love - live,14bHJYHx3hGIdYUb17It6G,21,0.128,0.245,298000,0.686,0.0,E,0.114,-6.626,Major,0.0362,158.084,4,0.14
christy nockels,the wondrous cross - live,5bNGZcMoN9MRL7GHpQIhKO,32,0.254,0.418,354560,0.513,0.0,G,0.721,-5.817,Major,0.0333,125.979,4,0.183
robert glasper,the worst - live at capitol studios / 2014,4YsXD1prW3ssgjLBWzG8ir,34,0.824,0.329,321964,0.277,0.836,C#,0.689,-20.346,Minor,0.0354,171.391,4,0.152
bob marley & the wailers,"them belly full (but we hungry) - live at the lyceum, london/1975",1f7SJ4JTBasr9uatHUXLfg,33,0.515,0.718,276293,0.844,0.00593,A,0.683,-8.577,Minor,0.0973,146.84,4,0.906
bob marley & the wailers,"them belly full (but we hungry) - live at the lyceum, london/july 17,1975",3MBuasfiVcpaIHwuyZXi6w,27,0.436,0.699,275804,0.775,3e-05,A,0.682,-11.079,Minor,0.0848,148.101,4,0.905
bob marley & the wailers,them belly full (but we hungry) - live at the roxy,5MSMPWAFu3w4rdPxMvyBWS,33,0.559,0.803,252772,0.798,0.000343,A,0.687,-6.229,Minor,0.191,133.974,4,0.678
eric clapton,them changes - live from madison square garden,0cnxHX0SBXGJvGv6bBnnuv,27,0.0141,0.624,310347,0.848,0.137,E,0.722,-6.536,Major,0.03,114.059,4,0.736
shane & shane,there is a fountain (full of love) [live],7DcGVBpRxFQZ2mliJnBdNl,40,0.751,0.489,448972,0.376,0.00143,B,0.688,-10.297,Major,0.0326,126.006,4,0.139
bethel music,there is a name (live),0qNABLLl9d3gNruV7is7tM,57,0.0288,0.45,271000,0.613,0.0,C#,0.0911,-6.539,Major,0.0293,144.032,4,0.23
covenant worship,there is a name - live,06Kd1Z1T44kQNYVWSaQquC,20,0.15,0.399,386859,0.466,0.0,B,0.703,-7.293,Major,0.0281,137.935,3,0.12
planetshakers,there is no one like you - live in asia,3alwcfRsIxPmNJUbjfpvik,44,0.00303,0.525,258487,0.887,0.0122,C,0.158,-7.392,Minor,0.0398,130.044,4,0.295
hillsong united,there is nothing like - live,3K5AvVzrW6FhAxpyrUw8Jb,27,0.00889,0.395,450493,0.666,1.37e-05,C#,0.327,-6.131,Minor,0.0337,147.9,4,0.157
francesca battistelli,there's no other name (live),4j2qTIky0aF0W92PjAHod6,50,0.0215,0.38,340375,0.582,0.0,G,0.159,-7.471,Major,0.0308,139.791,4,0.134
gregg allman,these days - live,6uXoneBk2sVmsA1ycpAEp1,29,0.549,0.539,242333,0.29,0.000324,D#,0.664,-12.638,Major,0.028,73.373,4,0.3
stevie ray vaughan,"they call me guitar hurricane - live at steamboat 1874, austin, tx - april 1980",26t9TNJaZ0dxlzo0MGm2i0,34,0.0256,0.438,182907,0.881,0.675,E,0.653,-8.145,Major,0.0568,144.084,4,0.792
pj morton,they gon' wanna come - live,3YWcX052vlH4gdD3SpstPy,42,0.929,0.392,240917,0.173,2.77e-05,C#,0.26,-13.662,Major,0.0437,84.002,4,0.215
grateful dead,"they love each other - live at barton hall, cornell university, ithaca, ny 5/8/77",4K5etmmA4jQApw5VBznEWK,48,0.608,0.825,449453,0.479,0.105,C,0.147,-13.836,Major,0.0394,119.748,4,0.791
gary clark jr.,things are changin' - live,1H4UULj004y48JgS3cIc8J,42,0.24,0.303,369800,0.639,0.00328,A,0.701,-7.744,Major,0.0963,187.661,4,0.237
gary clark jr.,things are changin' - live; solo acoustic,2HF9OydUs28eTuiVUjQYdT,57,0.903,0.734,271160,0.311,0.016,A,0.198,-9.47,Major,0.0375,85.672,4,0.357
steely dan,third world man - live,0Ws5OwjmO9ig6ZtR3LNjnV,33,0.666,0.65,398000,0.262,0.128,F,0.713,-14.048,Minor,0.0283,90.273,4,0.183
chris mcclarney,thirsty - live,6q2uK2rfwcZwp5pDiHfNij,41,0.0732,0.192,337159,0.565,0.0,E,0.376,-6.906,Major,0.0344,73.172,4,0.135
matt redman,this beating heart - live,3FdVD04YCPQ608wp7aRo9G,28,0.0137,0.51,292693,0.95,2.78e-06,G,0.68,-4.799,Major,0.0535,125.01,4,0.39
dave brubeck,this can't be love - live at the surf club / 1952,49Z5lrrbzbUz7o2wvegfz8,25,0.96,0.696,248973,0.396,0.831,A#,0.149,-8.566,Major,0.041,110.476,4,0.625
hillsong worship,this i believe (the creed) - live,4Hrr4U80Rk1tWXlP8RFTAb,61,0.012,0.428,401760,0.627,0.0,C,0.56,-6.307,Major,0.0306,142.063,4,0.17
for all seasons,this i believe (the creed) [live],5t22UOrHx5DlVWeCactATZ,28,0.000847,0.446,287056,0.693,4.94e-06,E,0.103,-7.223,Major,0.0347,143.985,4,0.247
for all seasons,this is amazing grace (live),6eYgmmrO0n5UKb8Af8FyH6,25,0.000338,0.407,292233,0.637,2.1e-05,E,0.163,-7.171,Major,0.0344,96.988,4,0.207
north point insideout,this is amazing grace - live,3MHcy2Io9Z6LGaYwO3cNZk,55,0.00206,0.496,320773,0.957,1.5e-06,B,0.114,-3.335,Major,0.0629,100.029,4,0.329
jason upton,this is my home (live),2LjactiSJCVUhLc3l3vQst,35,0.165,0.218,469880,0.442,0.000183,D,0.6,-9.009,Major,0.0365,118.509,4,0.078
hillsong worship,this is our god - live,7B03cmblGDvCtsBiICDda7,35,0.302,0.303,348227,0.347,0.289,E,0.433,-10.54,Major,0.029,160.046,4,0.0732
planetshakers,this is our time - live,6aGYqNQxZTWR982youMCz8,54,0.00167,0.575,228293,0.947,0.0,G#,0.724,-4.31,Major,0.18,128.027,4,0.377
terry macalmon,this is the time (live),1hACgMiTXMTUHDKQJJM30I,32,0.911,0.277,584107,0.206,0.00907,C,0.163,-14.482,Major,0.0339,118.441,4,0.0705
talking heads,this must be the place (naive melody) - live,0cAPfvvqFZsqsIz3ZDSKIa,54,0.394,0.769,297227,0.583,0.00103,G,0.705,-10.191,Major,0.0329,114.248,4,0.923
laurel,this must be the place (naive melody) - live from spotify london,0TpNUTs9dLbOfQe6BZNLoV,45,0.949,0.587,227949,0.165,2.99e-05,F,0.668,-8.827,Minor,0.0331,104.184,4,0.396
niall horan,this town feat. the rté concert orchestra - live,01sroow2RIpbhxocUB94US,51,0.595,0.533,232153,0.368,0.0,A,0.102,-8.422,Major,0.0282,111.699,4,0.25
vertical worship,this we know - live,20SaQe37Z9TtOM8owHVNgX,47,0.182,0.266,343813,0.52,4.85e-05,B,0.136,-7.765,Major,0.0348,144.847,4,0.0905
terry macalmon,thou art worthy (live),4VuQV7YHyCtPuTHAUFjBKk,27,0.797,0.184,341907,0.346,0.00509,D#,0.319,-9.885,Major,0.0319,48.095,4,0.0989
against me!,thrash unreal - live,42ycklVCXSidXlILOBeVqS,20,0.0658,0.52,271000,0.954,0.0,F,0.686,-3.688,Major,0.0555,128.971,4,0.626
gary clark jr.,three o'clock blues - live,6trQSoQzWpyY4az6GNUtEr,43,0.698,0.388,383053,0.602,0.101,F,0.777,-6.268,Major,0.0404,184.075,3,0.356
kim walker-smith,throne room - live,3xMyljv1oy2f1HWls3tMp8,41,0.00987,0.476,301107,0.779,0.0,D,0.694,-5.531,Major,0.0377,128.069,4,0.0963
hillsong worship,through it all - live,1skwrorvmVfVZgR7i3UGOm,45,0.0246,0.188,317267,0.705,1.93e-06,G,0.284,-6.503,Major,0.0378,152.539,4,0.251
planetshakers,through it all - live in melbourne,4bv6m5welfQIZlf8U0p95W,45,0.00143,0.589,258320,0.857,9.56e-05,G#,0.438,-5.547,Major,0.0597,121.977,4,0.541
hillsong united,til i see you - live,3UMh8wg0VNZ6WbmKUdRpIt,42,0.159,0.389,368533,0.46,0.0,E,0.173,-7.702,Major,0.028,142.003,4,0.102
little feat,"time loves a hero - live at the rainbow theatre, london, uk, 8/4/1977",7uRbcvfwDjq9OnvzG06GKH,30,0.0216,0.571,259627,0.725,7.12e-06,F#,0.247,-8.265,Minor,0.0432,136.716,4,0.961
matisyahu,time of your song - live,0VwwAFiKsbIolpnUIOVrZq,20,0.0277,0.562,285893,0.891,1.04e-05,D,0.798,-6.659,Major,0.0505,97.719,4,0.592
bill evans trio,time remembered - live,3naprniVXboLKVC81KtIYs,32,0.868,0.362,333482,0.361,0.549,D,0.709,-16.6,Minor,0.0396,150.79,4,0.159
andrea bocelli,"time to say goodbye (con te partirò) - live at central park, new york/2011",1Jw2mwSScPEROBomYw6L0g,31,0.936,0.23,253991,0.305,1.67e-06,G,0.744,-9.827,Major,0.0318,85.786,3,0.446
